date,lastUpdateTime,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,total_confirm,total_suspect,total_heal,total_dead,total_severe,name
2020-03-15,,32,0.0,0,0,0.0,,114,0,35,1,0,泰国
2020-03-16,,33,0.0,2,0,0.0,,147,0,37,1,0,泰国
2020-03-17,,30,0.0,4,0,0.0,,177,0,41,1,0,泰国
2020-03-18,,35,0.0,1,0,0.0,,212,0,42,1,0,泰国
2020-03-19,,60,0.0,0,0,0.0,,272,0,42,1,0,泰国
2020-03-20,,50,0.0,1,0,0.0,,322,0,43,1,0,泰国
2020-03-21,,89,0.0,1,0,0.0,,411,0,44,1,0,泰国
2020-03-22,,188,0.0,1,0,0.0,,599,0,45,1,0,泰国
2020-03-23,,122,0.0,7,0,0.0,,721,0,52,1,0,泰国
2020-03-24,,106,0.0,5,3,0.0,,827,0,57,4,0,泰国
2020-03-25,,107,0.0,13,0,0.0,,934,0,70,4,0,泰国
2020-03-26,,111,0.0,0,0,0.0,,1045,0,70,4,0,泰国
2020-03-27,,91,0.0,27,1,0.0,,1136,0,97,5,0,泰国
2020-03-28,,109,0.0,0,1,0.0,,1245,0,97,6,0,泰国
2020-03-29,,143,0.0,0,1,0.0,,1388,0,97,7,0,泰国
2020-03-30,,136,0.0,30,2,0.0,,1524,0,127,9,0,泰国
2020-03-31,,127,0.0,0,1,0.0,,1651,0,127,10,0,泰国
2020-04-01,,120,0.0,0,2,0.0,,1771,0,127,12,0,泰国
2020-04-02,,104,0.0,378,3,0.0,,1875,0,505,15,0,泰国
2020-04-03,,103,0.0,76,4,0.0,,1978,0,581,19,0,泰国
2020-04-04,,89,0.0,31,1,0.0,,2067,0,612,20,0,泰国
2020-04-05,,102,0.0,62,3,0.0,,2169,0,674,23,0,泰国
2020-04-06,,51,0.0,119,3,0.0,,2220,0,793,26,0,泰国
2020-04-07,,38,0.0,95,1,0.0,,2258,0,888,27,0,泰国
2020-04-08,,111,0.0,0,3,0.0,,2369,0,888,30,0,泰国
2020-04-09,,54,0.0,52,2,0.0,,2423,0,940,32,0,泰国
2020-04-10,,50,0.0,73,1,0.0,,2473,0,1013,33,0,泰国
2020-04-11,,45,0.0,122,2,0.0,,2518,0,1135,35,0,泰国
2020-04-12,,33,0.0,83,3,0.0,,2551,0,1218,38,0,泰国
2020-04-13,,28,0.0,70,2,0.0,,2579,0,1288,40,0,泰国
2020-04-14,,34,0.0,117,1,0.0,,2613,0,1405,41,0,泰国
2020-04-15,,30,0.0,92,2,0.0,,2643,0,1497,43,0,泰国
2020-04-16,,28,0.0,96,3,0.0,,2671,0,1593,46,0,泰国
2020-04-17,,62,0.0,194,1,0.0,,2733,0,1787,47,0,泰国
2020-04-19,,32,0.0,141,0,0.0,,2765,0,1928,47,0,泰国
2020-02-08,,40,0.0,0,0,,,40,0,0,0,0,新加坡
2020-02-09,,3,0.0,0,0,,,43,0,0,0,0,新加坡
2020-02-10,,2,0.0,0,0,,,45,0,0,0,0,新加坡
2020-02-11,,2,0.0,9,0,,,47,0,9,0,0,新加坡
2020-02-12,,3,0.0,6,0,,,50,0,15,0,0,新加坡
2020-02-13,,8,0.0,0,0,,,58,0,15,0,0,新加坡
2020-02-14,,9,0.0,0,0,,,67,0,15,0,0,新加坡
2020-02-15,,8,0.0,3,0,,,75,0,18,0,0,新加坡
2020-02-17,,2,0.0,6,0,,,77,0,24,0,0,新加坡
2020-02-18,,4,0.0,0,0,,,81,0,24,0,0,新加坡
2020-02-19,,3,0.0,0,0,,,84,0,24,0,0,新加坡
2020-02-20,,1,0.0,0,0,,,85,0,24,0,0,新加坡
2020-02-21,,1,0.0,23,0,,,86,0,47,0,0,新加坡
2020-02-22,,3,0.0,0,0,,,89,0,47,0,0,新加坡
2020-02-23,,1,0.0,6,0,,,90,0,53,0,0,新加坡
2020-02-26,,3,0.0,9,0,,,93,0,62,0,0,新加坡
2020-02-27,,3,0.0,4,0,,,96,0,66,0,0,新加坡
2020-02-28,,2,0.0,3,0,,,98,0,69,0,0,新加坡
2020-02-29,,4,0.0,3,0,,,102,0,72,0,0,新加坡
2020-03-01,,4,0.0,0,0,,,106,0,72,0,0,新加坡
2020-03-02,,2,0.0,6,0,,,108,0,78,0,0,新加坡
2020-03-03,,2,0.0,0,0,0.0,,110,0,78,0,0,新加坡
2020-03-04,,2,0.0,0,0,0.0,,112,0,78,0,0,新加坡
2020-03-05,,5,0.0,3,0,0.0,,117,0,81,0,0,新加坡
2020-03-06,,13,0.0,0,0,0.0,,130,0,81,0,0,新加坡
2020-03-07,,8,0.0,0,0,0.0,,138,0,81,0,0,新加坡
2020-03-08,,12,0.0,9,0,0.0,,150,0,90,0,0,新加坡
2020-03-09,,10,0.0,3,0,0.0,,160,0,93,0,0,新加坡
2020-03-10,,6,0.0,0,0,0.0,,166,0,93,0,0,新加坡
2020-03-11,,12,0.0,3,0,0.0,,178,0,96,0,0,新加坡
2020-03-12,,9,0.0,0,0,0.0,,187,0,96,0,0,新加坡
2020-03-13,,13,0.0,1,0,0.0,,200,0,97,0,0,新加坡
2020-03-14,,12,0.0,8,0,0.0,,212,0,105,0,0,新加坡
2020-03-15,,14,0.0,0,0,0.0,,226,0,105,0,0,新加坡
2020-03-16,,17,0.0,0,0,0.0,,243,0,105,0,0,新加坡
2020-03-17,,23,0.0,9,0,0.0,,266,0,114,0,0,新加坡
2020-03-18,,47,0.0,0,0,0.0,,313,0,114,0,0,新加坡
2020-03-19,,32,0.0,0,0,0.0,,345,0,114,0,0,新加坡
2020-03-20,,40,0.0,0,0,0.0,,385,0,114,0,0,新加坡
2020-03-21,,47,0.0,26,2,0.0,,432,0,140,2,0,新加坡
2020-03-22,,23,0.0,0,0,0.0,,455,0,140,2,0,新加坡
2020-03-23,,54,0.0,0,0,0.0,,509,0,140,2,0,新加坡
2020-03-24,,49,0.0,0,0,0.0,,558,0,140,2,0,新加坡
2020-03-25,,73,0.0,0,0,0.0,,631,0,140,2,0,新加坡
2020-03-26,,52,0.0,32,0,0.0,,683,0,172,2,0,新加坡
2020-03-27,,49,0.0,0,0,0.0,,732,0,172,2,0,新加坡
2020-03-28,,70,0.0,0,0,0.0,,802,0,172,2,0,新加坡
2020-03-29,,0,0.0,26,1,0.0,,802,0,198,3,0,新加坡
2020-03-30,,77,0.0,14,0,0.0,,879,0,212,3,0,新加坡
2020-03-31,,47,0.0,0,0,0.0,,926,0,212,3,0,新加坡
2020-04-01,,74,0.0,0,0,0.0,,1000,0,212,3,0,新加坡
2020-04-02,,49,0.0,54,0,0.0,,1049,0,266,3,0,新加坡
2020-04-03,,65,0.0,0,2,0.0,,1114,0,266,5,0,新加坡
2020-04-04,,75,0.0,16,1,0.0,,1189,0,282,6,0,新加坡
2020-04-05,,120,0.0,38,0,0.0,,1309,0,320,6,0,新加坡
2020-04-06,,66,0.0,24,0,0.0,,1375,0,344,6,0,新加坡
2020-04-07,,106,0.0,33,0,0.0,,1481,0,377,6,0,新加坡
2020-04-08,,142,0.0,29,1,0.0,,1623,0,406,7,0,新加坡
2020-04-09,,287,0.0,0,0,0.0,,1910,0,406,7,0,新加坡
2020-04-10,,198,0.0,54,0,0.0,,2108,0,460,7,0,新加坡
2020-04-11,,191,0.0,0,0,0.0,,2299,0,460,7,0,新加坡
2020-04-12,,233,0.0,100,1,0.0,,2532,0,560,8,0,新加坡
2020-04-14,,720,0.0,51,2,0.0,,3252,0,611,10,0,新加坡
2020-04-15,,447,0.0,41,0,0.0,,3699,0,652,10,0,新加坡
2020-04-16,,728,0.0,31,0,0.0,,4427,0,683,10,0,新加坡
2020-04-17,,623,0.0,0,0,0.0,,5050,0,683,10,0,新加坡
2020-04-18,,942,0.0,57,1,0.0,,5992,0,740,11,0,新加坡
2020-04-19,,596,0.0,0,0,0.0,,6588,0,740,11,0,新加坡
2020-01-20,,1,0.0,0,0,,,1,0,0,0,0,韩国
2020-01-21,,0,0.0,0,0,,,1,0,0,0,0,韩国
2020-01-22,,0,0.0,0,0,,,1,0,0,0,0,韩国
2020-01-23,,0,0.0,0,0,,,1,0,0,0,0,韩国
2020-01-24,,1,0.0,0,0,,,2,0,0,0,0,韩国
2020-01-25,,0,0.0,0,0,,,2,0,0,0,0,韩国
2020-01-26,,1,0.0,0,0,,,3,0,0,0,0,韩国
2020-01-27,,1,0.0,0,0,,,4,0,0,0,0,韩国
2020-01-28,,0,0.0,0,0,,,4,0,0,0,0,韩国
2020-01-29,,0,0.0,0,0,,,4,0,0,0,0,韩国
2020-01-30,,2,0.0,0,0,,,6,0,0,0,0,韩国
2020-01-31,,5,0.0,0,0,,,11,0,0,0,0,韩国
2020-02-01,,1,0.0,0,0,,,12,0,0,0,0,韩国
2020-02-02,,3,0.0,0,0,,,15,0,0,0,0,韩国
2020-02-03,,0,0.0,0,0,,,15,0,0,0,0,韩国
2020-02-04,,1,0.0,0,0,,,16,0,0,0,0,韩国
2020-02-05,,3,0.0,1,0,,,19,0,1,0,0,韩国
2020-02-06,,4,0.0,1,0,,,23,0,2,0,0,韩国
2020-02-07,,1,0.0,0,0,,,24,0,2,0,0,韩国
2020-02-08,,0,0.0,0,0,,,24,0,2,0,0,韩国
