,0
210,-0.9904332754145049
211,-0.7461717649153401
212,-0.055427105886551864
213,-0.4555914239761658
214,0.876939471868857
215,0.8890426125837152
216,-0.7686420610142368
217,-0.37314019719184033
218,0.9515558466778948
219,0.5398540955738453
220,-0.8809682095339361
221,0.11404601079362653
222,-0.8881571259545423
223,-0.7640066076519074
224,0.5104960653333683
225,0.6380931627182116
226,-0.27698085537495776
227,0.5936754224799698
228,0.15002671331246842
229,-0.8611881691571525
230,-0.07244089461686898
231,0.2529213205850518
232,0.39078347059439045
233,-0.6150447611524094
234,0.7967778979771702
235,0.2619854587908226
236,0.6689903637465944
237,0.19068024130702743
238,0.8241760082297327
239,-0.8878410425138784
240,0.9119106504890517
241,0.6903037336559217
242,0.535390959244697
243,-0.9557145224724568
244,0.06350460837795158
245,0.0750068746509216
246,-0.430670065601768
247,-0.19259361006598508
248,0.23279223539806115
249,0.27279863574500784
250,-0.0952811567569124
251,0.8966103761378044
252,-0.07018807739579913
253,0.7583764719479225
254,0.3547065065713675
255,0.5410076242985613
256,-0.0889076915057806
257,0.9680527439133151
258,0.7845719392470103
259,0.0864320721159002
260,-0.031204075551154453
261,0.8290973254769243
262,0.9202258563108998
263,0.6462581648307493
264,0.6576499240890123
265,0.36026559353666276
266,0.9291207769251102
267,0.05140754733704167
268,-0.6703561446176811
269,-0.8495373681049755
270,0.5269902207550472
271,-0.024699956914781218
272,0.3555556343661437
273,0.6578836935127883
274,-0.2775326155880873
275,0.7402628582794326
276,-0.7120620522517578
277,-0.6876132991198689
278,-0.881620045948626
279,-0.3893537935422001
280,0.8812767827891346
281,-0.7140778217934913
282,-0.23213771677427641
283,-0.9790754908047763
284,0.05925801572972578
285,0.5756628982920318
286,-0.10859737123839175
287,0.7956086336257646
288,-0.5732251278527118
289,0.13835737521521385
290,-0.49038444430781736
291,0.28909758594922974
292,0.23038730711899125
293,0.8175765221588767
294,0.6547137395952267
295,-0.8374906133857553
296,-0.7394077104153547
